整租 | 环边七彩俊园旁益龙万象城精装3房西南朝向看房方便有钥,http://jxjump.58.com/service?target=FCADVFdVGJSbUnkeXUZDc90OcaCmJeAYtI2tEhqsyd9G3E-zwYAYh9Ld-MsgT9WSjAhmN2qDtKbchksd5ZdUOHSKnVKICd9gY2ytlRiBXGK5t18SLpHwm0RlWlocAMCALJ1RVSQlbQlSDexyLIrtUgl9F41PemNuNC_bEUJkJzTUiuaxIJ057leLrdqDMybbOabIFjMFZNdSZI4SbNwISF9PruwoM7dPzDeTYfuEcBAblLGaVFYZRMnxslVouVjHO1K_2&local=541|547&pubid=24321883&apptype=0&psid=155696087198310173204932466&entinfo=32362453995594_0&cookie=|||c5/njVouV7Z/2VURAwNYAg==&fzbref=0&key=&params=busitime^desc,3500,新迎片区
整租 | 北辰财富中心鑫世界精装标准一室一厅带全套家具家电出租,http://jxjump.58.com/service?target=FCADVFdVGJSbUnkeXUZDc90OcaCmJeAYtI2tEldQqwHr5wwAn7bKMfPuKkMgT9WSjAhmNbGEClNZzAqu3G4qcmK2G_HhL2WHrTnZumR4NZ46ywmsfbwbqPJ8OVmbQFBJxIZMOpAVyKQUVLUmpeB-UK1L3QV5Lty45YEkAtWX-cGdR_k9yukPmMkDu62eFWvNPmTtZimhyR70u8OiOL46dYK_qEFT-1iM0Ga7-FqhCLAOE0cGMuLUrwW8LU6oj08mTC5as&local=541|547&pubid=24273939&apptype=0&psid=155696087198310173204932466&entinfo=32349631548471_0&cookie=|||c5/njVouV7Z/2VURAwNYAg==&fzbref=0&key=&params=busitime^desc,2100,北辰财富中心
单间 | (单间出租)昆明市延安医院上东城小区3号线拓东体育馆,http://jxjump.58.com/service?target=FCADVFdVGJSbUnkf2ayqH_E_R9RLX94M3jVfomdDV3iIlBoDlPzxBU-DqOMf-5NvxKrSqGgYGM4gBxdfp0pY36tyNgqECF3p7KaAnDSb73M5BCjDopmsqKXm3BK_kLogGs8t9bHFbXN7bR7fyuB7_weK1VswfZPuipKZ6rz7zoBBJZilIJ057leLrdqDMybbOabIFAQrjScrmrQObNwISF9PruwoM7dPzDeTYfuEcBAblLGaVFYZRMnxslVouVjHO1K_2&local=541|547&pubid=24366162&apptype=0&psid=155696087198310173204932466&entinfo=32371527232830_0&cookie=|||c5/njVouV7Z/2VURAwNYAg==&fzbref=0&key=&params=busitime^desc,600,白塔路
单间 | 创意英国温莎公爵玫瑰园 无 包物业 包宽带,http://jxjump.58.com/service?target=FCADVFdVGJSbUnkf2ayqH_E_R9RLX94M3jVfopED9amE9cLtsQFd4AMiUScf-5NvxKrSqssIUx83dwsZeVJsPP63_D6xNoCb90wzuDSb73M5BCjDFce6wQxDtLa_kLogGs8t9bHFbXN7bR7fyuB7_weK1VpOSBtnk5iJExib2q8Fw2Z1IJ057leLrdqDMybbOabIFslt8ORRiuRGbNwISF9PruwoM7dPzDeTYfuEcBAblLGaVFYZRMnxslVouVjHO1K_2&local=541|547&pubid=24371831&apptype=0&psid=155696087198310173204932466&entinfo=32290132865468_0&cookie=|||c5/njVouV7Z/2VURAwNYAg==&fzbref=0&key=&params=busitime^desc,1111,丰宁片区
整租 | 大商汇 光辉城市 精装修3室带家具家电 交通便利 生,http://jxjump.58.com/service?target=FCADVFdVGJSbUnkeXUZDc90OcaCmJeAYtI2tEEXB-DcWJ81cAL0Ev-ogUecgT9WSjAhmN-iSGJfrQSbo4Fqh-mkrXAXhL2WHrTnZuNzTU109OjQaczjJDa95EumbQFBJxIZMOpAVyKQUVLUmpeB-UK1L3QWdDOSmPc4RJnhCqZTfqZNJyukPmMkDu62eFWvNPmTtZNnfW1X3snJyOL46dYK_qEFT-1iM0Ga7-FqhCLAOE0cGMuLUrwW8LU6oj08mTC5as&local=541|547&pubid=24367315&apptype=0&psid=155696087198310173204932466&entinfo=32370701781958_0&cookie=|||c5/njVouV7Z/2VURAwNYAg==&fzbref=0&key=&params=busitime^desc,2500,大商汇
单间 | 龙泉路 万彩城 财大学生公寓 无中 介费月付 包物管,http://jxjump.58.com/service?target=FCADVFdVGJSbUnkf2ayqH_E_R9RLX94M3jVfo-RvTiAL912P-AtBWmLbDdsf-5NvxKrSqV1JeZscPFdEc5rwJXHS2soQQ7WdQBbOru9_1sWKj6P7KIXOuJXJkMK_kLogGs8t9bHFbXN7bR7fyuB7_weK1VjrImHCdovRsYkknaInumkpIJ057leLrdqDMybbOabIFruCYYeTrSY6bNwISF9PruwoM7dPzDeTYfuEcBAblLGaVFYZRMnxslVouVjHO1K_2&local=541|547&pubid=24335647&apptype=0&psid=155696087198310173204932466&entinfo=32312595223342_0&cookie=|||c5/njVouV7Z/2VURAwNYAg==&fzbref=0&key=&params=busitime^desc,860,普吉
单间 | 北市区 奥迪斯广场万宏国际合租房 个人出租 带独立卫,http://jxjump.58.com/service?target=FCADVFdVGJSbUnkf2ayqH_E_R9RLX94M3jVfoMCDb3w-ePVrZfMj0717wJ8f-5NvxKrSqJtZrE9KkSVs4NyKGcW0JKP4gPFQAyZDPDSb73M5BCjC0WMdF5J9yIq_kLogGs8t9bHFbXN7bR7fyuB7_weK1VthYvHGmh6V1VbYImrdIQddIJ057leLrdqDMybbOabIFbOyJqxs2seWbNwISF9PruwoM7dPzDeTYfuEcBAblLGaVFYZRMnxslVouVjHO1K_2&local=541|547&pubid=24236621&apptype=0&psid=155696087198310173204932466&entinfo=32298075014601_0&cookie=|||c5/njVouV7Z/2VURAwNYAg==&fzbref=0&key=&params=busitime^desc,1350,火车北站
单间 | 月付 无 豪华装修 全套家具家电 时光俊园 地铁房,http://jxjump.58.com/service?target=FCADVFdVGJSbUnkf2ayqH_E_R9RLX94M3jVfos1iTV4QzwB0du1O9VCdB3cf-5NvxKrSqwkVtCZh-LLyuRnZqp2jYyu2z8ihUE6YhDSb73M5BCjC0WMdF5J9yIq_kLogGs8t9bHFbXN7bR7fyuB7_weK1VgQiPXzm9f1xYWsaHE1NlCFIJ057leLrdqDMybbOabIFbOyJqxs2seWbNwISF9PruwoM7dPzDeTYfuEcBAblLGaVFYZRMnxslVouVjHO1K_2&local=541|547&pubid=24317539&apptype=0&psid=155696087198310173204932466&entinfo=32362013892030_0&cookie=|||c5/njVouV7Z/2VURAwNYAg==&fzbref=0&key=&params=busitime^desc,900,火车北站
整租 | 万达商圈 润城七区 全新装修大两房 采光好 全套家具,http://jxjump.58.com/service?target=FCADVFdVGJSbUnkeXUZDc90OcaCmJeAYtI2tE2OrK2C3l4g11AKRfyyJZtMgT9WSjAhmNge-mvd3U9k21zA0Yf_JWG3hL2WHrTnZuoh_GqychB5YfbwbqPJ8OVmbQFBJxIZMOpAVyKQUVLUmpeB-UK1L3Qermg6eFoUcQOrkREDtyo5FyukPmMkDu62eFWvNPmTtZ2dpbsTMbeLaOL46dYK_qEFT-1iM0Ga7-FqhCLAOE0cGMuLUrwW8LU6oj08mTC5as&local=541|547&pubid=23869074&apptype=0&psid=155696087198310173204932466&entinfo=32290071962304_0&cookie=|||c5/njVouV7Z/2VURAwNYAg==&fzbref=0&key=&params=busitime^desc,2300,前卫营
单间 | 万彩城 次卧 直租 可押一付一,http://jxjump.58.com/service?target=FCADVFdVGJSbUnkf2ayqH_E_R9RLX94M3jVfoo4OFhgUlapTV4VCsUxyWQcf-5NvxKrSqBxt9u20DCbLo_qvlZatn__cGebxS_RY4DSb73M5BCjA3V8SWnR-4Ma_kLogGs8t9bHFbXN7bR7fyuB7_weK1VrA2jhKiDGZG-xjlLbEo0pVIJ057leLrdqDMybbOabIFi_rLupJUl6GbNwISF9PruwoM7dPzDeTYfuEcBAblLGaVFYZRMnxslVouVjHO1K_2&local=541|547&pubid=24390049&apptype=0&psid=155696087198310173204932466&entinfo=31882873199665_0&cookie=|||c5/njVouV7Z/2VURAwNYAg==&fzbref=0&key=&params=busitime^desc,750,龙泉路
整租 | 公园1903 万和花园 红星檀宫300平复试5房全新,http://jxjump.58.com/service?target=FCADVFdVGJSbUnkeXUZDc90OcaCmJeAYtI2tEN9KRv48NzOH8uOAbqou03MgT9WSjAhmNEPt0CALgWIf3suLd-r93IXhL2WHrTnZuoh_GqychB5a6_Ka-kRM3l2bQFBJxIZMOpAVyKQUVLUmpeB-UK1L3QaWzgo22n4OSLa22hW2X3xhyukPmMkDu62eFWvNPmTtZAz0svHC0b3yOL46dYK_qEFT-1iM0Ga7-FqhCLAOE0cGMuLUrwW8LU6oj08mTC5as&local=541|547&pubid=24385481&apptype=0&psid=155696087198310173204932466&entinfo=32378835851842_0&cookie=|||c5/njVouV7Z/2VURAwNYAg==&fzbref=0&key=&params=busitime^desc,12000,滇池度假区
单间 | 国贸中心 别样幸福城 无中介个人 拎包入住 月付免押,http://jxjump.58.com/service?target=FCADVFdVGJSbUnkf2ayqH_E_R9RLX94M3jVfoF5IPEcE2fgSy-DMgbb7I78f-5NvxKrSqj5JMdmo4E5L9wUNf1FWylqTN2-lWwygXHX9-9ULsWbHlShx4jO2aja_kLogGs8t9bHFbXN7bR7fyuB7_weK1Vj5g6fiMieDKANvFe85EDEtIJ057leLrdqDMybbOabIFeaJpbePvsbibNwISF9PruwoM7dPzDeTYfuEcBAblLGaVFYZRMnxslVouVjHO1K_2&local=541|547&pubid=24394341&apptype=0&psid=155696087198310173204932466&entinfo=32379390145099_0&cookie=|||c5/njVouV7Z/2VURAwNYAg==&fzbref=0&key=&params=busitime^desc,900,昆明机场
单间 | 拎包入住，长期出租，张官营附近，可押一付一,http://jxjump.58.com/service?target=FCADVFdVGJSbUnkf2ayqH_E_R9RLX94M3jVfoqJbF1Li_fdgyobjI9sFPb8f-5NvxKrSqDsxAmKsjw_FJFB0iP95gGqTN2-lWwygXu9_1sWKj6P65kGO5XinYZ6_kLogGs8t9bHFbXN7bR7fyuB7_weK1VrrQQxJfHTpCipdXvxN95rRIJ057leLrdqDMybbOabIFUqO5SKjsPWebNwISF9PruwoM7dPzDeTYfuEcBAblLGaVFYZRMnxslVouVjHO1K_2&local=541|547&pubid=23669017&apptype=0&psid=155696087198310173204932466&entinfo=32105313997006_0&cookie=|||c5/njVouV7Z/2VURAwNYAg==&fzbref=0&key=&params=busitime^desc,650,滨江俊园
单间 | 南屏街片区 家具家电齐全 无中介 包物业 送网络,http://jxjump.58.com/service?target=FCADVFdVGJSbUnkf2ayqH_E_R9RLX94M3jVfoGzAEd0QOm286bPxgKVuia8f-5NvxKrSqwkVtCZh-LLytbiJs__7T0KxNoCb90wzuDSb73M5BCjCs_HEHG5tAhK_kLogGs8t9bHFbXN7bR7fyuB7_weK1VpoG6FAHuBjSEl_GLOyJR3RIJ057leLrdqDMybbOabIFrdVTWvhedD2bNwISF9PruwoM7dPzDeTYfuEcBAblLGaVFYZRMnxslVouVjHO1K_2&local=541|547&pubid=24335886&apptype=0&psid=155696087198310173204932466&entinfo=32278967414580_0&cookie=|||c5/njVouV7Z/2VURAwNYAg==&fzbref=0&key=&params=busitime^desc,1050,小西门
整租 | 滨江俊园旁 实力北岸一室 包宽带物业 高端配套 无月,http://jxjump.58.com/service?target=FCADVFdVGJSbUnkeXUZDc90OcaCmJeAYtI2tEa8-gef6SHjjXl0l0-irYKMgT9WSjAhmN-UTREuCylmYSGDI0miB32HhL2WHrTnZuWVWtuLtx2uWczjJDa95EumbQFBJxIZMOpAVyKQUVLUmpeB-UK1L3QZqNkzGXE-OmUJHrdXgZjJ1yukPmMkDu62eFWvNPmTtZuO5YR38ElNeOL46dYK_qEFT-1iM0Ga7-FqhCLAOE0cGMuLUrwW8LU6oj08mTC5as&local=541|547&pubid=24363685&apptype=0&psid=155696087198310173204932466&entinfo=32328045634378_0&cookie=|||c5/njVouV7Z/2VURAwNYAg==&fzbref=0&key=&params=busitime^desc,1200,滨江俊园
整租 | 新迎园丁小区超便宜的三室，装修好，带少量家具，仅租1,http://km.58.com/zufang/32348994689066x.shtml,1500,新迎片区
整租 | 盘龙南屏街汇都国际地铁口上东城131平3室2卫全新精,http://km.58.com/zufang/32348822023618x.shtml,4500,白塔路
整租 | 你没看错140平精装家具家电全3室2卫只要2000元,http://km.58.com/zufang/32348816338221x.shtml,2000,昙华寺片区
整租 | 五华高新区 保利大家精装三房带部分家具 可以季度付,http://short.58.com/zd_p/67edb7fb-8ff1-4630-9753-a1b7547e1e2f/?target=tk-16-xgk_hvimob_83802804084797q-feykn&end=end,1600,黄土坡
单间 | 假日城市小区 带阳台次卧 拎包入住,http://short.58.com/zd_p/84c7d527-86bc-4d06-b9bf-f9b38039a371/?target=tk-16-xgk_ephv_83802418642224q-feykn&end=end,850,高新区
整租 | 小西门旁棕树营小区精装3室2厅带家具便宜出租干净整洁,http://short.58.com/zd_p/dca97f4e-75d2-420e-842a-252c06f32b86/?target=tk-16-xgk_hvimob_83892984815863q-feykn&end=end,1600,棕树营
单间 | 盘龙区 金星立交桥 同德广场旁 非中介 押一付一,http://short.58.com/zd_p/da1a1d82-a50f-4880-835b-1d115225d3d5/?target=tk-16-xgk_ephv_83802078769978q-feykn&end=end,800,鼓楼片区
整租 | 北泰花园 2室2厅1卫,http://short.58.com/zd_p/19589919-ae4d-43bc-bdf9-6a1163a5dde3/?target=tk-16-xgk_hvimob_83879246818331q-feykn&end=end,2800,张官营
整租 | 呈贡租房大学城涌鑫哈 押一付三 包200M宽带 无中,http://short.58.com/zd_p/e4bae370-7016-439e-8c4f-e5832064a02b/?target=tk-16-xgk_hvimob_32836120504432q-feykn&end=end,1300,呈贡新城
单间 | 北市区 和谐世纪广场 北市区公交车场旁 押一付一 水,http://short.58.com/zd_p/20464e42-4ff3-46f3-8719-b16bfaa4c2b6/?target=tk-16-xgk_ephv_83802159424719q-feykn&end=end,800,茨坝
单间 | 押一付一 拎包入住 无 房源急租,http://short.58.com/zd_p/589e0c15-735c-45b9-8af8-00684905496e/?target=tk-16-xgk_ephv_83811690352971q-feykn&end=end,800,江东花园
整租 | 租房找我，不要，昆明各区，全新装修，培训必选可短租月,http://short.58.com/zd_p/ec06b8e7-16dd-490d-aa0a-6ed44bc47695/?target=tk-16-xgk_hvimob_83323232096931q-feykn&end=end,550,龙泉路
整租 | 翠湖 文林街金鸡巷三室两厅 全套家具家电拎包入住,http://short.58.com/zd_p/ec220ba8-ce86-44c9-9fc4-a2109e1982d5/?target=tk-16-xgk_hvimob_83802046260349q-feykn&end=end,3500,翠湖
单间 | 直租无介绍费单间出租押一付一拎包入住480/月（个人,http://short.58.com/zd_p/2df63ce8-e326-46ba-a069-ab57f3f8f0a9/?target=tk-16-xgk_ephv_32227339549514q-feykn&end=end,480,官渡广场
整租 | Me+国际青年公寓 无、无物业管理费 豪华装修,http://short.58.com/zd_p/4ed77a4f-099d-425b-928c-e70b758f7be8/?target=tk-16-xgk_hvimob_87321961548887q-feykn&end=end,1100,官渡广场
单间 | 金尚俊园1期 次卧落地窗全包房东直租,http://short.58.com/zd_p/203fc15c-cd00-49b4-8638-a7de1d3c6613/?target=tk-16-xgk_ephv_83830510034133q-feykn&end=end,700,金星立交桥
整租 | 1北泰花园2室精装修，采光好，格局方正。环境很好，适,http://short.58.com/zd_p/557dddd7-02ed-4f24-b9e5-7b97d867a775/?target=tk-16-xgk_hvimob_83896670825800q-feykn&end=end,2700,张官营
单间 | 同德昆明广场 房东直租 月付精装 多间干净舒适 带独,http://short.58.com/zd_p/9236965d-d458-4ce1-a415-5cdf747b8e29/?target=tk-16-xgk_ephv_31664896214495q-feykn&end=end,800,金星立交桥
整租 | 盘龙区江东花城 月付 报宽带物业 免 拎包入住,http://short.58.com/zd_p/bde0d591-1fb2-4512-ab02-6d1d3bebbef3/?target=tk-16-xgk_hvimob_83802674412108q-feykn&end=end,1200,北辰财富中心
单间 | 个人房东出租北辰财富中心菠萝村世博盛唐城主卧押一,http://short.58.com/zd_p/a0bf96c0-8a46-4e49-8c13-a5230b0afc0a/?target=tk-16-xgk_ephv_83897037316876q-feykn&end=end,880,世博片区
整租 | 万象城 工人文化宫 七彩俊园 延安医院 短租多套 押,http://short.58.com/zd_p/638da37e-764f-4744-84c4-6bbf2efe7cb4/?target=tk-16-xgk_hvimob_83880919649164q-feykn&end=end,2000,新迎片区
整租 | Me+国际青年公寓 无、无看房费、无物业管理费,http://short.58.com/zd_p/1471e1c0-60e3-4557-93f9-680e37ad32f9/?target=tk-16-xgk_hvimob_87453528541172q-feykn&end=end,1100,昆明站
单间 | 家具齐全可拎包入住爱护公共物品不可携带宠,http://short.58.com/zd_p/a92099e8-9c6b-4b4a-8910-f0c0784f0a81/?target=tk-16-xgk_ephv_83810924967548q-feykn&end=end,1000,北辰财富中心
单间 | 月付！爱情海旁未名明城 押一付一 精装入住,http://short.58.com/zd_p/9f419b26-4fbf-47c2-9ad5-bf17d5e72972/?target=tk-16-xgk_ephv_83851585249459q-feykn&end=end,1280,滇池路片区
单间 | 家具齐全可拎包入住爱护公共物品不可携带宠,http://short.58.com/zd_p/84338557-49af-4717-a1f4-eaab43e45d9e/?target=tk-16-xgk_ephv_83810003593543q-feykn&end=end,1080,小西门
单间 | 北京路，家乐福，滨江俊园旁，电梯房，单间直租，月付，,http://short.58.com/zd_p/30a7ec51-9e44-4bc1-9edd-1df265fa24e8/?target=tk-16-xgk_ephv_83852361957272q-feykn&end=end,720,金星立交桥
整租 | Me+国际青年公寓 拎包入住 无中介 免费健身房,http://short.58.com/zd_p/be4b739f-0a63-4e74-b727-4f448ac7b62c/?target=tk-16-xgk_hvimob_83807553475398q-feykn&end=end,1200,高新区
单间 | 独立大标间，百M宽带，房租月付，可长租可短租，拎包入,http://short.58.com/zd_p/3a7332b3-62ba-46ea-ac0d-859802571ecf/?target=tk-16-xgk_ephv_83819708724614q-feykn&end=end,880,龙泉路
单间 | 西山区广福小区 非中介包水电物业宽带 房源多可押一付,http://short.58.com/zd_p/0ab8bad8-2b53-4e46-b031-ede2181b17a7/?target=tk-16-xgk_ephv_87204230082767q-feykn&end=end,600,滇池路片区
单间 | 金尚俊园500每月个人直租全包可月付,http://short.58.com/zd_p/5a5da7ff-1cb8-4f82-908e-485f7ca138b5/?target=tk-16-xgk_ephv_32008075963498q-feykn&end=end,500,盘龙
整租 | 滨江俊园 4室2厅2卫,http://short.58.com/zd_p/a0a52289-e9ab-447b-8fc5-1417a989d816/?target=tk-16-xgk_hvimob_87970094666095q-feykn&end=end,3500,滨江俊园
单间 | 五华南屏街片区书林新村单间出租600到900,http://short.58.com/zd_p/ea994fd7-2fa7-4d29-a185-571bd3d64605/?target=tk-16-xgk_ephv_83351138054855q-feykn&end=end,600,南屏街片区
单间 | 家具齐全可拎包入住爱护公共物品不可携带宠,http://short.58.com/zd_p/434a9834-3c49-49be-ad6a-b46fb04b7be6/?target=tk-16-xgk_ephv_83810196736071q-feykn&end=end,1080,金星立交桥
整租 | Me+国际青年公寓 无、无物业管理费 豪华装修,http://short.58.com/zd_p/8cbe3c51-21aa-4d45-8e92-7db35fe889ce/?target=tk-16-xgk_hvimob_83880739927135q-feykn&end=end,1200,虹山片区
整租 | Me+国际青年公寓 学府路 一二一大街 免费健身 无,http://short.58.com/zd_p/2a3003df-f8d8-40ba-8833-164a6a8600a7/?target=tk-16-xgk_hvimob_36263224631316q-feykn&end=end,1200,丰宁片区
单间 | 五华区北市区公寓出租 无中介包物业网费 电梯房,http://short.58.com/zd_p/a609b76d-7b41-4be7-aa1d-c81bf773b1c4/?target=tk-16-xgk_ephv_83885912345917q-feykn&end=end,450,北市区
单间 | 北市区，地铁口，金江小区，水电，网络，物业全包，押一,http://short.58.com/zd_p/ccc2b628-df0c-4270-9520-7e08e4115d4b/?target=tk-16-xgk_ephv_87252353345129q-feykn&end=end,600,江东花园
单间 | 0中介 五华区龙泉路万彩城年底特惠价450元起全包,http://short.58.com/zd_p/fedffebf-6dc0-4c38-b639-e926d3e0a84b/?target=tk-16-xgk_ephv_83896893530267q-feykn&end=end,450,龙泉路
